,sexual_attraction_F,sexual_attraction_M,age,gender_identity_F,education_level,gender_identity_M,religious_importance,sex,handedness,religious_now,religious_upbringing,BMI,background_SES,RIG
579,1.903784684740697,1.9510903995190534,3.0897966703506454,1.9876162755441675,1.2141248053528475,4.076621281602913,4.68805599368526,1.060319469273812,0.1679830237081267,2.235929175671196,1.5542002469504692,4.398549376490275,2.8026985596263825,31.130769962515846
413,2.3581351080443667,2.2141248053528475,2.892196710465485,5.857980995127572,1.079903865592214,1.9391177578529777,4.103093492964104,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,3.1997695123757772,2.5092528408964947,31.053789151293426
489,2.3581351080443667,2.2141248053528475,3.0897966703506454,2.235929175671196,1.2141248053528475,1.9391177578529777,4.303392143449935,0.942101616291799,3.1855556531560767,2.235929175671196,1.5542002469504692,3.1997695123757772,2.5633602462359453,31.035536916756076
631,2.3581351080443667,2.2141248053528475,3.648527629498622,1.9876162755441675,3.3822475641611742,2.2506506813779614,0.0,1.060319469273812,0.1679830237081267,0.34425339917513476,0.6005931524349205,9.857980995127573,3.1437354774614494,31.016167581160154
896,7.53605290024021,6.398549376490275,2.9876162755441675,1.9876162755441675,1.079903865592214,2.2506506813779614,0.0,1.060319469273812,0.1679830237081267,0.34425339917513476,0.6005931524349205,3.8807010716276555,2.5633602462359453,30.85759973724459
684,3.903784684740697,2.2141248053528475,2.221356374583923,4.0,1.079903865592214,6.857980995127572,0.0,0.942101616291799,0.1679830237081267,0.34425339917513476,1.5542002469504692,4.398549376490275,3.130060540564373,30.814298928577436
380,5.951090399519053,5.15754127698648,2.2655239578594917,2.235929175671196,1.2141248053528475,4.8135868757691185,0.0,0.942101616291799,0.1679830237081267,0.34425339917513476,0.6005931524349205,3.8807010716276555,3.2286243750479624,30.802053129443784
819,2.3581351080443667,2.2141248053528475,2.221356374583923,2.235929175671196,3.3822475641611742,1.9391177578529777,4.68805599368526,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,3.8807010716276555,2.8026985596263825,30.622580473227377
2,5.465663572348812,4.273018494406416,3.0897966703506454,4.0,1.079903865592214,1.9391177578529777,0.0,0.942101616291799,0.1679830237081267,0.34425339917513476,0.6005931524349205,5.857980995127572,2.8026985596263825,30.563111106915006
189,2.3581351080443667,2.2141248053528475,2.2655239578594917,2.235929175671196,1.2141248053528475,1.9391177578529777,4.68805599368526,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,6.15754127698648,2.5092528408964947,30.482019784323548
450,2.3581351080443667,2.2141248053528475,3.648527629498622,2.235929175671196,1.2141248053528475,1.9391177578529777,4.303392143449935,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,4.398549376490275,3.2286243750479624,30.440739239382623
258,2.3581351080443667,2.2141248053528475,2.2655239578594917,2.235929175671196,1.2141248053528475,1.9391177578529777,4.770518153877233,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,3.8807010716276555,4.572578776265324,30.350967674525528
695,2.3581351080443667,2.2141248053528475,3.0897966703506454,2.235929175671196,3.3822475641611742,1.9391177578529777,4.103093492964104,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,2.9631632318196286,3.1437354774614494,30.32955734629998
470,3.903784684740697,4.273018494406416,2.9876162755441675,5.857980995127572,1.079903865592214,1.9391177578529777,0.0,0.942101616291799,0.1679830237081267,0.34425339917513476,0.6005931524349205,5.610053481683987,2.5633602462359453,30.26976699279396
358,2.3581351080443667,2.2141248053528475,3.0766212816029124,2.235929175671196,1.2141248053528475,1.9391177578529777,4.103093492964104,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,5.610053481683987,2.5633602462359453,30.21477421738278
823,2.3581351080443667,2.2141248053528475,2.9876162755441675,2.235929175671196,1.079903865592214,1.9391177578529777,4.103093492964104,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,5.857980995127572,2.5092528408964947,30.185368379667533
271,3.903784684740697,4.273018494406416,2.9876162755441675,2.235929175671196,3.3822475641611742,1.9391177578529777,0.0,0.942101616291799,3.1855556531560767,0.34425339917513476,0.6005931524349205,3.8807010716276555,2.5092528408964947,30.184171685958706
809,5.398549376490275,1.9510903995190534,3.0766212816029124,4.53605290024021,1.2141248053528475,5.770518153877233,0.0,1.060319469273812,0.1679830237081267,0.34425339917513476,0.6005931524349205,3.1997695123757772,2.8026985596263825,30.122574033676685
110,5.398549376490275,5.15754127698648,2.221356374583923,1.9876162755441675,3.3822475641611742,2.2506506813779614,0.0,1.060319469273812,0.1679830237081267,0.34425339917513476,0.6005931524349205,4.366127898797897,3.130060540564373,30.067299033098244
784,3.903784684740697,2.2141248053528475,3.0897966703506454,2.235929175671196,1.079903865592214,1.9391177578529777,4.770518153877233,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,3.0766212816029124,2.8026985596263825,30.012709017288696
639,5.465663572348812,4.273018494406416,2.9876162755441675,5.857980995127572,1.2141248053528475,1.9391177578529777,0.0,0.942101616291799,0.1679830237081267,0.34425339917513476,0.6005931524349205,2.9631632318196286,3.171480467944354,29.927096792006758
778,1.903784684740697,1.9510903995190534,2.221356374583923,1.9876162755441675,1.2141248053528475,2.2506506813779614,4.770518153877233,1.060319469273812,0.1679830237081267,2.235929175671196,1.5542002469504692,5.465663572348812,3.1437354774614494,29.926972340409748
246,1.903784684740697,1.9510903995190534,2.9876162755441675,1.9876162755441675,3.3822475641611742,2.2506506813779614,4.303392143449935,1.060319469273812,0.1679830237081267,2.235929175671196,1.5542002469504692,2.9631632318196286,3.1437354774614494,29.89172864922184
290,5.951090399519053,6.398549376490275,2.2655239578594917,2.235929175671196,1.2141248053528475,1.9391177578529777,0.0,0.942101616291799,0.1679830237081267,0.34425339917513476,0.6005931524349205,3.1997695123757772,4.572578776265324,29.83161495299693
628,1.903784684740697,1.9510903995190534,3.0897966703506454,1.9876162755441675,1.2141248053528475,4.076621281602913,4.303392143449935,1.060319469273812,0.1679830237081267,2.235929175671196,1.5542002469504692,3.1030934929641036,3.1437354774614494,29.79168714658941
257,1.903784684740697,1.9510903995190534,2.221356374583923,1.9876162755441675,1.2141248053528475,2.2506506813779614,4.303392143449935,1.060319469273812,0.1679830237081267,2.235929175671196,1.5542002469504692,4.366127898797897,4.572578776265324,29.789153955235413
406,5.465663572348812,5.15754127698648,3.0766212816029124,2.235929175671196,3.3822475641611742,1.9391177578529777,0.0,0.942101616291799,0.1679830237081267,0.34425339917513476,0.6005931524349205,3.8807010716276555,2.5092528408964947,29.70200573275768
521,3.903784684740697,4.273018494406416,2.221356374583923,2.235929175671196,3.3822475641611742,1.9391177578529777,0.0,0.942101616291799,0.1679830237081267,0.34425339917513476,0.6005931524349205,6.857980995127572,2.8026985596263825,29.67106479778032
98,2.3581351080443667,2.2141248053528475,2.9876162755441675,2.235929175671196,1.2141248053528475,1.9391177578529777,4.68805599368526,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,3.8807010716276555,3.2286243750479624,29.64664343080087
209,5.398549376490275,5.15754127698648,2.221356374583923,1.9876162755441675,1.079903865592214,2.2506506813779614,0.0,1.060319469273812,3.1855556531560767,0.34425339917513476,0.6005931524349205,3.0766212816029124,3.130060540564373,29.493021346782246
362,2.3581351080443667,2.2141248053528475,2.892196710465485,2.235929175671196,1.2141248053528475,1.9391177578529777,4.103093492964104,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,4.366127898797897,3.2286243750479624,29.451688192171282
353,2.3581351080443667,2.2141248053528475,2.892196710465485,2.235929175671196,1.2141248053528475,1.9391177578529777,4.770518153877233,0.942101616291799,0.1679830237081267,2.235929175671196,1.5542002469504692,4.366127898797897,2.5092528408964947,29.39974131893294
671,1.903784684740697,1.9510903995190534,2.9876162755441675,1.9876162755441675,1.2141248053528475,2.2506506813779614,4.770518153877233,1.060319469273812,0.1679830237081267,2.235929175671196,1.5542002469504692,4.465663572348812,2.8026985596263825,29.352195323534925
