,AGE,LANGUAGE,INCOME,RACE_1,MARITAL_STATUS,EDUCATION,EMPLOYMENT,LGBT_IDENTITY,ETHNICITY_1,GENDER,WORK_NIH_CAMPUS,RIG
580,6.282757497606684,10.090112419664289,4.045718300305835,3.308752706139629,0.9480053623617386,5.18322182405577,3.1475979143250488,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,34.09669136097634
639,6.768184324776926,10.090112419664289,4.045718300305835,3.308752706139629,0.9480053623617386,3.598259323334614,3.1475979143250488,0.0,0.18322182405576998,0.62454601485489,0.9201874182219762,33.63458560804072
935,6.0026495784139495,5.9201874182219765,3.6977949968855284,7.5051499189431325,1.4319009369124938,1.2956965533141827,3.18322182405577,0.2827574976066844,3.5051499189431325,0.62454601485489,0.0,33.449054658151745
524,6.389672701523196,3.9002878607842715,5.697794996885529,2.7954916707726616,3.8047102008020404,4.630680801026991,3.18322182405577,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,33.31971850213052
672,6.630680801026991,10.090112419664289,4.045718300305835,3.308752706139629,1.4319009369124938,1.2956965533141827,3.598259323334614,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,33.318979486978094
945,4.257222405499547,5.9201874182219765,4.045718300305835,4.389672701523196,0.9480053623617386,5.18322182405577,3.1475979143250488,0.2827574976066844,3.5051499189431325,0.62454601485489,0.9201874182219762,33.224266775919794
739,6.0026495784139495,10.090112419664289,2.5051499189431325,4.389672701523196,1.4319009369124938,4.630680801026991,0.7020951343191539,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,32.670119937083264
357,7.090112419664289,4.389672701523196,4.045718300305835,2.7954916707726616,3.8047102008020404,3.598259323334614,3.8047102008020404,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,32.44653326348473
304,5.697794996885529,5.9201874182219765,3.0901124196642886,0.5374433221500171,0.9480053623617386,1.2956965533141827,0.7020951343191539,6.090112419664289,3.5051499189431325,0.62454601485489,3.880659054035339,32.291802614414536
187,6.389672701523196,4.389672701523196,2.870943899202127,0.5374433221500171,1.4319009369124938,5.18322182405577,3.598259323334614,0.0,7.090112419664289,0.62454601485489,0.0,32.11577314322059
455,6.9201874182219765,9.090112419664289,3.3896727015231964,3.308752706139629,1.4319009369124938,1.1862305739281085,0.7020951343191539,0.2827574976066844,0.18322182405576998,1.5316917063956246,3.880659054035339,31.907281972802263
480,5.0026495784139495,6.630680801026991,4.045718300305835,0.5374433221500171,3.8047102008020404,1.1862305739281085,3.8047102008020404,3.940365300159607,0.18322182405576998,1.5316917063956246,0.9201874182219762,31.58760922626196
171,6.389672701523196,10.090112419664289,3.3896727015231964,0.5374433221500171,1.4319009369124938,1.1862305739281085,3.18322182405577,0.2827574976066844,3.5051499189431325,0.62454601485489,0.9201874182219762,31.54089532938375
698,6.090112419664289,4.389672701523196,4.045718300305835,2.7954916707726616,0.9480053623617386,4.630680801026991,3.1475979143250488,0.2827574976066844,3.5051499189431325,1.5316917063956246,0.0,31.3668782929252
874,10.090112419664289,3.9002878607842715,3.6977949968855284,0.5374433221500171,3.8047102008020404,3.598259323334614,3.598259323334614,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,31.237580201694694
473,5.5051499189431325,10.090112419664289,5.18322182405577,2.7954916707726616,1.4319009369124938,1.2956965533141827,3.8047102008020404,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,31.196808860981918
521,4.768184324776926,5.135916109277414,3.0901124196642886,3.308752706139629,0.9480053623617386,1.2956965533141827,3.1475979143250488,4.446256229889564,0.18322182405576998,0.62454601485489,3.880659054035339,30.828948512694787
987,6.090112419664289,8.505149918943133,5.18322182405577,2.7954916707726616,0.9480053623617386,1.1862305739281085,3.18322182405577,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,30.80929204006152
1071,6.389672701523196,3.9002878607842715,5.697794996885529,0.5374433221500171,3.8047102008020404,4.630680801026991,3.8047102008020404,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,30.776012838713406
156,6.282757497606684,0.3435980985258252,5.697794996885529,4.389672701523196,0.9480053623617386,3.598259323334614,3.1475979143250488,0.2827574976066844,3.5051499189431325,1.5316917063956246,0.9201874182219762,30.647472435730048
1077,5.0026495784139495,5.9201874182219765,3.3896727015231964,4.389672701523196,1.4319009369124938,1.2956965533141827,3.8047102008020404,0.2827574976066844,3.5051499189431325,0.62454601485489,0.9201874182219762,30.56713094033772
989,6.0026495784139495,6.630680801026991,4.045718300305835,0.5374433221500171,3.8047102008020404,4.630680801026991,3.8047102008020404,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,30.547118541045215
744,4.842184906220703,10.090112419664289,3.6977949968855284,2.7954916707726616,6.0026495784139495,1.2956965533141827,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,30.516550596107813
683,6.768184324776926,0.3435980985258252,4.045718300305835,0.5374433221500171,0.9480053623617386,3.598259323334614,3.1475979143250488,6.090112419664289,3.5051499189431325,1.5316917063956246,0.0,30.515760690783043
419,6.090112419664289,4.389672701523196,3.0901124196642886,2.7954916707726616,0.9480053623617386,4.630680801026991,3.18322182405577,0.2827574976066844,3.5051499189431325,0.62454601485489,0.9201874182219762,30.459938048695616
808,6.389672701523196,10.090112419664289,3.0901124196642886,0.5374433221500171,0.9480053623617386,1.1862305739281085,3.8047102008020404,0.2827574976066844,3.5051499189431325,0.62454601485489,0.0,30.45874043149838
416,6.9201874182219765,10.090112419664289,2.870943899202127,0.5374433221500171,1.4319009369124938,5.18322182405577,0.7020951343191539,0.0,0.18322182405576998,1.5316917063956246,0.9201874182219762,30.3710059031992
814,6.0026495784139495,4.389672701523196,5.18322182405577,0.5374433221500171,3.8047102008020404,4.630680801026991,3.8047102008020404,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,30.363801383513326
574,7.090112419664289,0.3435980985258252,4.045718300305835,0.5374433221500171,0.9480053623617386,3.598259323334614,3.8047102008020404,0.2827574976066844,7.090112419664289,1.5316917063956246,0.9201874182219762,30.19259606903293
567,5.232131424536717,5.9201874182219765,3.0901124196642886,0.5374433221500171,0.9480053623617386,5.18322182405577,3.8047102008020404,0.2827574976066844,3.5051499189431325,0.62454601485489,0.9201874182219762,30.04845282141923
223,5.0026495784139495,4.389672701523196,2.870943899202127,7.768184324776926,6.0026495784139495,1.2956965533141827,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,30.042604524702806
203,6.9201874182219765,0.3435980985258252,3.6977949968855284,3.308752706139629,1.4319009369124938,1.1862305739281085,3.598259323334614,0.0,7.090112419664289,1.5316917063956246,0.9201874182219762,30.028715598230058
217,6.389672701523196,5.9201874182219765,2.870943899202127,0.5374433221500171,1.4319009369124938,3.598259323334614,3.8047102008020404,0.2827574976066844,3.5051499189431325,1.5316917063956246,0.0,29.872716925091904
556,6.282757497606684,0.3435980985258252,5.697794996885529,2.7954916707726616,3.8047102008020404,4.630680801026991,3.18322182405577,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,29.656113535955555
517,0.0,6.630680801026991,2.5051499189431325,0.5374433221500171,3.8047102008020404,3.598259323334614,3.598259323334614,0.0,7.090112419664289,0.62454601485489,0.9201874182219762,29.30934874233256
435,6.090112419664289,10.090112419664289,2.870943899202127,3.308752706139629,3.8047102008020404,1.2956965533141827,0.7020951343191539,0.0,0.18322182405576998,0.62454601485489,0.0,28.970191172016374
958,9.090112419664289,3.9002878607842715,3.1359161092774133,0.5374433221500171,1.4319009369124938,4.630680801026991,3.18322182405577,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,28.8274217201513
466,6.768184324776926,10.090112419664289,2.5051499189431325,0.5374433221500171,1.4319009369124938,1.1862305739281085,0.7020951343191539,0.0,0.18322182405576998,1.5316917063956246,3.880659054035339,28.816689215180855
369,6.389672701523196,0.3435980985258252,5.697794996885529,2.7954916707726616,6.0026495784139495,3.598259323334614,3.8047102008020404,0.0,0.18322182405576998,0.0,0.0,28.815398394313586
330,6.090112419664289,0.3435980985258252,4.045718300305835,4.389672701523196,3.8047102008020404,5.18322182405577,3.8047102008020404,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,28.752269082196342
392,4.232131424536717,7.768184324776926,4.045718300305835,0.5374433221500171,0.9480053623617386,3.598259323334614,3.18322182405577,0.2827574976066844,3.5051499189431325,0.62454601485489,0.0,28.725417312926325
925,4.8806590540353385,10.090112419664289,4.045718300305835,3.308752706139629,0.9480053623617386,1.1862305739281085,3.1475979143250488,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,28.697601667277333
865,6.768184324776926,4.389672701523196,3.0901124196642886,2.7954916707726616,0.9480053623617386,1.1862305739281085,0.7020951343191539,6.090112419664289,0.18322182405576998,1.5316917063956246,0.9201874182219762,28.605005555683725
1054,7.5051499189431325,10.090112419664289,2.5051499189431325,0.5374433221500171,1.4319009369124938,1.2956965533141827,3.18322182405577,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,28.55938764872234
290,6.768184324776926,6.630680801026991,3.0901124196642886,2.7954916707726616,3.8047102008020404,3.598259323334614,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,28.480059211214023
69,6.768184324776926,5.9201874182219765,3.1359161092774133,0.5374433221500171,0.9480053623617386,3.598259323334614,3.1475979143250488,0.2827574976066844,3.5051499189431325,0.62454601485489,0.0,28.468047205852443
403,6.090112419664289,0.3435980985258252,2.5051499189431325,4.389672701523196,3.8047102008020404,1.2956965533141827,0.7020951343191539,4.446256229889564,0.18322182405576998,0.62454601485489,3.880659054035339,28.265718149927384
263,8.090112419664289,4.389672701523196,2.870943899202127,0.5374433221500171,1.4319009369124938,5.18322182405577,3.598259323334614,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,28.112267181581824
851,6.0026495784139495,8.505149918943133,2.870943899202127,0.5374433221500171,3.8047102008020404,1.1862305739281085,0.7020951343191539,0.2827574976066844,3.5051499189431325,0.62454601485489,0.0,28.021676059163237
731,6.389672701523196,3.9002878607842715,2.5051499189431325,2.7954916707726616,6.0026495784139495,4.630680801026991,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,28.0165530023007
823,6.282757497606684,4.389672701523196,5.697794996885529,2.7954916707726616,0.9480053623617386,3.598259323334614,3.1475979143250488,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,27.950104803326816
401,4.535523567986651,0.3435980985258252,3.0901124196642886,7.5051499189431325,0.9480053623617386,1.2956965533141827,0.7020951343191539,4.446256229889564,3.5051499189431325,1.5316917063956246,0.0,27.903278910343293
1081,4.8806590540353385,10.090112419664289,3.3896727015231964,0.5374433221500171,1.4319009369124938,1.1862305739281085,0.7020951343191539,3.940365300159607,0.18322182405576998,1.5316917063956246,0.0,27.8733929731436
895,6.630680801026991,0.3435980985258252,3.0901124196642886,3.308752706139629,6.0026495784139495,3.598259323334614,3.8047102008020404,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,27.86928846442468
1040,6.5051499189431325,5.135916109277414,3.6977949968855284,0.5374433221500171,6.0026495784139495,1.2956965533141827,3.598259323334614,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,27.86343513883618
152,5.5051499189431325,3.9002878607842715,3.6977949968855284,0.5374433221500171,0.9480053623617386,1.2956965533141827,3.18322182405577,6.090112419664289,0.18322182405576998,1.5316917063956246,0.9201874182219762,27.7928132068323
768,6.389672701523196,0.3435980985258252,5.697794996885529,0.5374433221500171,3.8047102008020404,5.18322182405577,3.8047102008020404,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.0,27.7588223728025
984,4.8806590540353385,5.9201874182219765,3.0901124196642886,0.0,0.9480053623617386,1.1862305739281085,3.1475979143250488,4.446256229889564,3.5051499189431325,0.62454601485489,0.0,27.748744906224086
729,6.768184324776926,0.3435980985258252,5.18322182405577,0.5374433221500171,0.9480053623617386,3.598259323334614,3.1475979143250488,4.446256229889564,0.18322182405576998,1.5316917063956246,0.9201874182219762,27.607667348092868
706,4.257222405499547,10.090112419664289,2.5051499189431325,2.7954916707726616,0.9480053623617386,1.2956965533141827,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,3.880659054035339,27.564957855427387
816,7.090112419664289,3.9002878607842715,2.870943899202127,0.5374433221500171,3.8047102008020404,4.630680801026991,3.598259323334614,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,27.52296316348169
186,6.0026495784139495,10.090112419664289,2.63890130783196,3.308752706139629,1.4319009369124938,1.1862305739281085,0.7020951343191539,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.0,27.358313685267664
371,5.33522491750082,0.3435980985258252,5.18322182405577,0.5374433221500171,6.0026495784139495,4.630680801026991,3.18322182405577,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,27.226753120468462
804,5.33522491750082,5.9201874182219765,5.697794996885529,0.5374433221500171,0.9480053623617386,1.1862305739281085,3.18322182405577,0.2827574976066844,3.5051499189431325,0.62454601485489,0.0,27.220561846508666
1073,6.090112419664289,0.3435980985258252,5.18322182405577,2.7954916707726616,1.4319009369124938,4.630680801026991,3.8047102008020404,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,27.197574398040125
55,6.090112419664289,0.3435980985258252,4.045718300305835,2.849212703831413,0.9480053623617386,3.598259323334614,3.1475979143250488,4.446256229889564,0.18322182405576998,0.62454601485489,0.9201874182219762,27.196715609370962
969,6.090112419664289,0.3435980985258252,4.045718300305835,2.849212703831413,0.9480053623617386,3.598259323334614,3.1475979143250488,4.446256229889564,0.18322182405576998,0.62454601485489,0.9201874182219762,27.196715609370962
576,4.257222405499547,9.090112419664289,4.045718300305835,3.308752706139629,0.9480053623617386,1.2956965533141827,3.1475979143250488,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,27.18363099812761
91,7.090112419664289,5.9201874182219765,2.5051499189431325,4.389672701523196,0.9480053623617386,1.1862305739281085,0.7020951343191539,0.2827574976066844,3.5051499189431325,0.62454601485489,0.0,27.1539069603663
994,6.0026495784139495,0.3435980985258252,5.697794996885529,2.7954916707726616,3.8047102008020404,3.598259323334614,3.8047102008020404,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,27.137739406054006
241,4.804710200802041,10.090112419664289,3.3896727015231964,0.5374433221500171,0.9480053623617386,4.630680801026991,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,27.113432696586745
528,7.282757497606684,0.3435980985258252,2.63890130783196,3.308752706139629,6.18322182405577,1.1862305739281085,0.7020951343191539,0.0,0.0,1.5316917063956246,3.880659054035339,27.05790790283809
481,4.8806590540353385,3.9002878607842715,2.5051499189431325,4.389672701523196,0.9480053623617386,1.2956965533141827,3.8047102008020404,0.2827574976066844,3.5051499189431325,1.5316917063956246,0.0,27.043780774709344
586,4.768184324776926,0.3435980985258252,3.0901124196642886,0.5374433221500171,6.0026495784139495,1.2956965533141827,3.1475979143250488,6.090112419664289,0.18322182405576998,1.5316917063956246,0.0,26.99030816128592
179,7.282757497606684,5.135916109277414,2.5051499189431325,0.5374433221500171,3.8047102008020404,1.1862305739281085,3.598259323334614,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,26.96832539232206
275,6.630680801026991,0.3435980985258252,5.18322182405577,2.7954916707726616,6.0026495784139495,1.2956965533141827,3.598259323334614,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,26.94012318596134
380,5.697794996885529,0.3435980985258252,5.18322182405577,0.5374433221500171,0.9480053623617386,4.630680801026991,3.8047102008020404,3.940365300159607,0.18322182405576998,0.62454601485489,0.9201874182219762,26.813775163100154
523,6.389672701523196,0.3435980985258252,5.697794996885529,0.5374433221500171,6.18322182405577,1.2956965533141827,0.7020951343191539,3.940365300159607,0.18322182405576998,1.5316917063956246,0.0,26.804801461384674
1028,4.768184324776926,4.389672701523196,4.045718300305835,2.7954916707726616,0.9480053623617386,4.630680801026991,3.8047102008020404,0.2827574976066844,0.18322182405576998,0.0,0.9201874182219762,26.76863010145382
774,6.630680801026991,3.9002878607842715,3.3896727015231964,0.5374433221500171,1.4319009369124938,3.598259323334614,0.7020951343191539,3.940365300159607,0.18322182405576998,1.5316917063956246,0.9201874182219762,26.765806328883713
559,6.389672701523196,0.3435980985258252,2.870943899202127,4.389672701523196,0.9480053623617386,1.2956965533141827,0.7020951343191539,0.2827574976066844,7.090112419664289,1.5316917063956246,0.9201874182219762,26.764433492657993
1024,7.090112419664289,0.3435980985258252,3.1359161092774133,7.5051499189431325,1.4319009369124938,1.1862305739281085,0.7020951343191539,0.2827574976066844,3.5051499189431325,0.62454601485489,0.9201874182219762,26.7276440411971
322,5.842184906220703,9.090112419664289,3.1359161092774133,3.308752706139629,1.4319009369124938,1.1862305739281085,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,26.70790554120111
873,4.960829402719322,3.9002878607842715,5.697794996885529,0.0,0.9480053623617386,3.598259323334614,3.18322182405577,0.2827574976066844,3.5051499189431325,0.62454601485489,0.0,26.700852201545953
707,4.842184906220703,5.135916109277414,3.0901124196642886,2.7954916707726616,0.9480053623617386,1.2956965533141827,3.8047102008020404,3.940365300159607,0.18322182405576998,0.62454601485489,0.0,26.660250361483296
599,6.389672701523196,0.3435980985258252,5.18322182405577,2.7954916707726616,1.4319009369124938,4.630680801026991,3.8047102008020404,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,26.5899889883583
661,5.697794996885529,0.3435980985258252,4.045718300305835,2.7954916707726616,0.9480053623617386,1.2956965533141827,3.1475979143250488,0.2827574976066844,3.5051499189431325,0.62454601485489,3.880659054035339,26.567015381930865
1023,5.18322182405577,5.9201874182219765,2.5051499189431325,0.5374433221500171,1.4319009369124938,1.2956965533141827,0.7020951343191539,3.940365300159607,3.5051499189431325,1.5316917063956246,0.0,26.552902033415087
252,5.842184906220703,0.3435980985258252,0.0,0.5374433221500171,6.18322182405577,5.18322182405577,3.1475979143250488,4.446256229889564,0.18322182405576998,0.62454601485489,0.0,26.491291958133356
12,6.389672701523196,9.090112419664289,2.63890130783196,0.5374433221500171,0.9480053623617386,1.1862305739281085,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,3.880659054035339,26.463645212331144
477,6.0026495784139495,3.9002878607842715,2.5051499189431325,0.5374433221500171,3.8047102008020404,3.598259323334614,3.18322182405577,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,26.44958047476385
453,6.389672701523196,10.090112419664289,2.63890130783196,0.5374433221500171,3.8047102008020404,1.1862305739281085,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,26.43969099673611
308,4.257222405499547,0.3435980985258252,3.0901124196642886,7.5051499189431325,0.9480053623617386,1.2956965533141827,0.7020951343191539,0.2827574976066844,3.5051499189431325,0.62454601485489,3.880659054035339,26.434992378067914
965,5.697794996885529,4.389672701523196,3.1359161092774133,0.5374433221500171,0.9480053623617386,3.598259323334614,3.1475979143250488,0.2827574976066844,0.18322182405576998,0.62454601485489,3.880659054035339,26.42587412041024
619,4.9201874182219765,10.090112419664289,3.0901124196642886,3.308752706139629,0.9480053623617386,1.2956965533141827,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,26.365674768424576
1078,6.5051499189431325,7.768184324776926,3.1359161092774133,0.5374433221500171,1.4319009369124938,1.1862305739281085,0.7020951343191539,0.0,3.5051499189431325,1.5316917063956246,0.0,26.303761945646002
411,5.232131424536717,10.090112419664289,3.1359161092774133,3.308752706139629,1.4319009369124938,1.2956965533141827,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,26.287130620681225
1089,6.768184324776926,0.3435980985258252,3.0901124196642886,0.5374433221500171,8.505149918943133,1.1862305739281085,3.8047102008020404,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,26.246141613529655
879,5.842184906220703,0.3435980985258252,2.63890130783196,0.5374433221500171,3.8047102008020404,1.1862305739281085,0.7020951343191539,6.090112419664289,3.5051499189431325,0.62454601485489,0.9201874182219762,26.195159315462092
677,6.389672701523196,9.090112419664289,2.63890130783196,0.5374433221500171,1.4319009369124938,1.1862305739281085,3.18322182405577,0.0,0.18322182405576998,1.5316917063956246,0.0,26.17239661651723
539,6.0026495784139495,0.3435980985258252,3.0901124196642886,4.389672701523196,0.9480053623617386,4.630680801026991,3.8047102008020404,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,26.127287608598085
533,7.090112419664289,3.9002878607842715,4.045718300305835,0.5374433221500171,0.9480053623617386,3.598259323334614,3.8047102008020404,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.0,25.922207817460883
50,4.9201874182219765,7.768184324776926,2.5051499189431325,0.5374433221500171,1.4319009369124938,1.1862305739281085,3.1475979143250488,0.2827574976066844,3.5051499189431325,0.62454601485489,0.0,25.909147840662406
317,4.842184906220703,0.3435980985258252,4.045718300305835,2.7954916707726616,0.9480053623617386,1.2956965533141827,3.8047102008020404,6.090112419664289,0.18322182405576998,0.62454601485489,0.9201874182219762,25.89347276909991
229,6.389672701523196,0.3435980985258252,4.045718300305835,2.7954916707726616,0.9480053623617386,4.630680801026991,3.8047102008020404,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,25.875735581598345
82,7.282757497606684,0.3435980985258252,3.0901124196642886,0.5374433221500171,3.8047102008020404,5.18322182405577,3.598259323334614,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,25.850815440878556
531,7.5051499189431325,3.9002878607842715,0.0,0.5374433221500171,6.18322182405577,1.1862305739281085,3.598259323334614,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.9201874182219762,25.828451269475963
465,5.33522491750082,0.3435980985258252,4.045718300305835,0.5374433221500171,0.9480053623617386,4.630680801026991,3.8047102008020404,4.446256229889564,0.18322182405576998,0.62454601485489,0.9201874182219762,25.819592489695466
142,6.630680801026991,0.3435980985258252,3.0901124196642886,0.5374433221500171,0.9480053623617386,5.18322182405577,3.18322182405577,0.2827574976066844,0.18322182405576998,1.5316917063956246,3.880659054035339,25.79461373393382
15,4.535523567986651,9.090112419664289,2.870943899202127,0.5374433221500171,0.9480053623617386,1.1862305739281085,0.7020951343191539,0.2827574976066844,0.18322182405576998,1.5316917063956246,3.880659054035339,25.7486843617055
108,6.768184324776926,5.135916109277414,3.0901124196642886,4.389672701523196,0.9480053623617386,3.598259323334614,0.7020951343191539,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,25.722770711774675
530,4.9201874182219765,10.090112419664289,2.870943899202127,0.5374433221500171,0.9480053623617386,1.1862305739281085,3.1475979143250488,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,25.711233664592623
169,6.389672701523196,4.389672701523196,3.1359161092774133,0.5374433221500171,1.4319009369124938,1.2956965533141827,3.18322182405577,0.2827574976066844,3.5051499189431325,0.62454601485489,0.9201874182219762,25.69616499838295
106,6.389672701523196,0.3435980985258252,5.18322182405577,0.5374433221500171,3.8047102008020404,3.598259323334614,3.8047102008020404,0.2827574976066844,0.18322182405576998,1.5316917063956246,0.0,25.65928669925158
778,5.33522491750082,9.090112419664289,2.870943899202127,0.5374433221500171,1.4319009369124938,1.1862305739281085,3.18322182405577,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,25.645790648152946
775,5.697794996885529,0.3435980985258252,3.0901124196642886,2.7954916707726616,0.9480053623617386,3.598259323334614,3.8047102008020404,0.2827574976066844,3.5051499189431325,0.62454601485489,0.9201874182219762,25.61061292197338
890,7.5051499189431325,0.3435980985258252,5.18322182405577,0.5374433221500171,0.9480053623617386,1.2956965533141827,3.598259323334614,4.446256229889564,0.18322182405576998,1.5316917063956246,0.0,25.572544163026237
58,5.5051499189431325,6.630680801026991,4.045718300305835,2.7954916707726616,0.9480053623617386,1.2956965533141827,3.18322182405577,0.2827574976066844,0.18322182405576998,0.62454601485489,0.0,25.494489767297658
434,6.686434958635486,5.135916109277414,2.5051499189431325,0.5374433221500171,3.8047102008020404,1.1862305739281085,3.598259323334614,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,25.46485716181013
575,6.686434958635486,5.135916109277414,2.5051499189431325,0.5374433221500171,3.8047102008020404,1.1862305739281085,3.598259323334614,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,25.46485716181013
1061,5.5051499189431325,0.3435980985258252,3.0901124196642886,2.7954916707726616,1.4319009369124938,1.2956965533141827,3.18322182405577,6.090112419664289,0.18322182405576998,0.62454601485489,0.9201874182219762,25.463239098985277
479,6.090112419664289,0.3435980985258252,2.63890130783196,0.5374433221500171,0.9480053623617386,5.18322182405577,0.7020951343191539,3.940365300159607,3.5051499189431325,1.5316917063956246,0.0,25.420584394407115
615,8.090112419664289,5.135916109277414,3.3896727015231964,0.5374433221500171,1.4319009369124938,1.1862305739281085,3.598259323334614,0.2827574976066844,0.18322182405576998,0.62454601485489,0.9201874182219762,25.380248141529453
397,4.842184906220703,4.389672701523196,3.0901124196642886,0.5374433221500171,0.9480053623617386,3.598259323334614,3.18322182405577,3.940365300159607,0.18322182405576998,0.62454601485489,0.0,25.337032998380593
